         sim	       state	        soln	      dist_x	        time	        step	          pH	          pe	        temp	         Alk	          mu	      charge	     pct_err	          Na	           K	          Mg	          Ca	           F	          Cl	       S(+6)	          Br	       N(+5)	        P(5)	          Al	           V	          Cr	          Mn	          Fe	          Cu	          Zn	          Ga	          As	          Si	       m_OH-	     m_HCO3-	  si_Fe(OH)2	  si_Fe(OH)3	 si_Gibbsite	 si_Goethite	si_Pyrolusite	si_Kaolinite	 si_Diaspore	si_Magnetite	 si_Boehmite	  si_Cuprite	  Sample_Ref	  EC_(uS/cm)	TDS_g/kg-solution	    alk_mg/L	
           2	      i_soln	          11	         -99	         -99	         -99	     11.6074	           4	      31.400	   0.0129809	  0.00990413	 2.85025e-13	 1.60238e-09	  6.8090e-03	  1.2598e-05	  2.4512e-06	  1.0596e-03	  1.8627e-05	  7.2226e-05	  0.0000e+00	  0.0000e+00	  5.6558e-05	  0.0000e+00	  1.3735e-03	  0.0000e+00	  0.0000e+00	  8.3715e-10	  6.1343e-05	  1.2274e-07	  2.2891e-07	  0.0000e+00	  0.0000e+00	  2.5137e-06	  7.3090e-03	  0.0000e+00	   -999.9990	   -999.9990	     -0.2579	      6.4679	      3.6356	     -6.9735	   -999.9990	   -999.9990	   -999.9990	   -999.9990	    3WBRS2  	  2.0451e+03	  4.6933e-01	  6.4970e-04	
           2	      i_soln	          12	         -99	         -99	         -99	     11.7356	           4	      29.700	  0.00995267	   0.0120393	-1.59627e-16	-8.24676e-13	  4.8512e-03	  8.8432e-06	  1.2297e-08	  2.4861e-03	  2.2871e-05	  2.6896e-04	  5.2811e-06	  0.0000e+00	  5.7280e-05	  0.0000e+00	  1.5956e-04	  0.0000e+00	  0.0000e+00	  8.3715e-10	  7.8323e-07	  7.5633e-08	  1.8851e-07	  0.0000e+00	  0.0000e+00	  3.7290e-04	  8.7663e-03	  0.0000e+00	   -999.9990	   -999.9990	     -1.2469	      4.5125	      3.7919	     -4.7924	   -999.9990	   -999.9990	   -999.9990	   -999.9990	    3WBRG3  	  2.3413e+03	  4.2779e-01	  4.9813e-04	
           2	      i_soln	          13	         -99	         -99	         -99	     11.5088	           4	      29.900	   0.0093757	  0.00734142	-1.78357e-15	-1.34134e-11	  5.2556e-03	  9.7994e-06	  1.2297e-08	  7.0548e-04	  1.7889e-05	  5.1177e-05	  0.0000e+00	  0.0000e+00	  5.4856e-05	  0.0000e+00	  9.3861e-04	  0.0000e+00	  0.0000e+00	  8.7808e-08	  2.6309e-06	  1.5021e-06	  8.0818e-07	  0.0000e+00	  0.0000e+00	  4.1617e-04	  5.1578e-03	  0.0000e+00	   -999.9990	   -999.9990	     -0.2505	      5.2656	      5.1820	     -2.2232	   -999.9990	   -999.9990	   -999.9990	   -999.9990	      4WBR2 	  1.4370e+03	  3.7242e-01	  4.6925e-04	
           2	      i_soln	          14	         -99	         -99	         -99	     11.4582	           4	      29.300	  0.00883436	  0.00623751	-1.88912e-14	-1.61372e-10	  5.0423e-03	  2.7958e-05	  6.7675e-06	  3.9354e-04	  2.0537e-05	  5.7862e-05	  0.0000e+00	  4.3035e-05	  5.6969e-05	  0.0000e+00	  9.4156e-04	  0.0000e+00	  0.0000e+00	  3.1095e-07	  3.1431e-04	  4.9391e-07	  6.4445e-07	  0.0000e+00	  0.0000e+00	  5.4767e-05	  4.3641e-03	  0.0000e+00	   -999.9990	   -999.9990	     -0.1680	      7.4210	      5.5058	     -3.6779	   -999.9990	   -999.9990	   -999.9990	   -999.9990	     4WBRA2 	  1.2239e+03	  3.5050e-01	  4.4216e-04	
           2	      i_soln	          15	         -99	         -99	         -99	     11.4845	           4	      30.700	  0.00952936	  0.00732414	-2.32248e-14	-1.74037e-10	  5.3600e-03	  9.6716e-06	  1.2297e-08	  6.6381e-04	  1.5578e-05	  5.1149e-05	  0.0000e+00	  0.0000e+00	  5.4985e-05	  0.0000e+00	  9.6382e-04	  0.0000e+00	  0.0000e+00	  8.3711e-10	  6.0786e-05	  4.3788e-07	  3.2315e-07	  0.0000e+00	  0.0000e+00	  3.5124e-04	  5.1675e-03	  0.0000e+00	   -999.9990	   -999.9990	     -0.2514	      6.6205	      3.1875	     -2.3661	   -999.9990	   -999.9990	   -999.9990	   -999.9990	    4WBRS1  	  1.4591e+03	  3.7648e-01	  4.7694e-04	
           2	      i_soln	          16	         -99	         -99	         -99	     11.5734	           4	      28.100	  0.00713483	  0.00743585	 8.14823e-19	 6.76854e-15	  3.1328e-03	  6.4304e-06	  1.2296e-08	  1.4735e-03	  1.4461e-05	  4.3022e-05	  0.0000e+00	  0.0000e+00	  5.4604e-05	  0.0000e+00	  3.8514e-04	  0.0000e+00	  0.0000e+00	  1.1981e-07	  5.6664e-10	  1.4889e-06	  9.9129e-07	  0.0000e+00	  0.0000e+00	  2.6800e-04	  5.2468e-03	  0.0000e+00	   -999.9990	   -999.9990	     -0.6185	      1.6093	      5.2834	     -3.3751	   -999.9990	   -999.9990	   -999.9990	   -999.9990	    4WBRG2  	  1.3824e+03	  2.8916e-01	  3.5710e-04	
           2	      i_soln	          17	         -99	         -99	         -99	     11.4067	           4	      30.400	  0.00788887	  0.00592955	-6.26889e-16	-5.71563e-12	  4.5898e-03	  8.8783e-06	  1.2296e-08	  4.4993e-04	  2.0516e-05	  4.5279e-05	  0.0000e+00	  4.0756e-05	  0.0000e+00	  0.0000e+00	  8.2923e-04	  0.0000e+00	  0.0000e+00	  8.3709e-10	  8.7612e-06	  6.1321e-08	  1.5120e-07	  0.0000e+00	  0.0000e+00	  3.4458e-04	  4.1914e-03	  0.0000e+00	   -999.9990	   -999.9990	     -0.2216	      5.8726	      2.9176	     -2.1413	   -999.9990	   -999.9990	   -999.9990	   -999.9990	      5WBR2 	  1.1860e+03	  3.1325e-01	  3.9484e-04	
           2	      i_soln	          18	         -99	         -99	         -99	     11.3578	           4	      30.200	  0.00770025	   0.0055015	 -5.4774e-17	-5.36154e-13	  4.2413e-03	  7.1620e-05	  4.3319e-06	  4.0002e-04	  2.2727e-05	  5.0216e-05	  0.0000e+00	  4.1044e-05	  5.5640e-05	  0.0000e+00	  7.9920e-04	  0.0000e+00	  0.0000e+00	  3.0949e-07	  3.4600e-04	  1.5336e-07	  1.8605e-06	  0.0000e+00	  0.0000e+00	  1.1219e-04	  3.6810e-03	  0.0000e+00	   -999.9990	   -999.9990	     -0.1784	      7.5272	      5.3117	     -2.9178	   -999.9990	   -999.9990	   -999.9990	   -999.9990	     5WBRA2 	  1.0618e+03	  3.1781e-01	  3.8540e-04	
           2	      i_soln	          19	         -99	         -99	         -99	     11.4045	           4	      30.900	  0.00859288	  0.00601157	-5.28031e-11	 -4.6674e-07	  4.9291e-03	  7.4408e-06	  1.7924e-06	  3.6458e-04	  2.5786e-05	  5.1373e-05	  0.0000e+00	  4.2421e-05	  5.5469e-05	  0.0000e+00	  9.9233e-04	  0.0000e+00	  0.0000e+00	  8.3709e-10	  1.2085e-04	  7.0197e-08	  3.1656e-07	  0.0000e+00	  0.0000e+00	  4.2115e-05	  4.3261e-03	  0.0000e+00	   -999.9990	   -999.9990	     -0.1646	      6.9936	      2.9728	     -3.8759	   -999.9990	   -999.9990	   -999.9990	   -999.9990	    5WBRS2  	  1.2379e+03	  3.2439e-01	  4.3007e-04	
           2	      i_soln	          20	         -99	         -99	         -99	     11.5223	           4	      30.300	  0.00752761	  0.00789568	-1.09966e-13	-8.98918e-10	  2.4789e-03	  5.5632e-06	  1.2296e-08	  1.8536e-03	  2.6253e-05	  4.1469e-05	  0.0000e+00	  0.0000e+00	  5.6746e-05	  0.0000e+00	  4.8670e-04	  0.0000e+00	  0.0000e+00	  8.3707e-10	  5.6663e-10	  7.6098e-08	  1.2049e-07	  0.0000e+00	  0.0000e+00	  1.1486e-05	  5.4936e-03	  0.0000e+00	   -999.9990	   -999.9990	     -0.5688	      1.5676	      3.2501	     -6.0304	   -999.9990	   -999.9990	   -999.9990	   -999.9990	    5WBRG2  	  1.4916e+03	  2.7897e-01	  3.7676e-04	
