         sim	       state	        soln	      dist_x	        time	        step	          pH	          pe	        temp	         Alk	          mu	      charge	     pct_err	          Na	           K	          Mg	          Ca	           F	          Cl	       S(+6)	          Br	       N(+5)	        P(5)	          Al	           V	          Cr	          Mn	          Fe	          Cu	          Zn	          Ga	          As	          Si	       m_OH-	     m_HCO3-	  si_Fe(OH)2	  si_Fe(OH)3	 si_Gibbsite	 si_Goethite	si_Pyrolusite	si_Kaolinite	 si_Diaspore	si_Magnetite	 si_Boehmite	  si_Cuprite	  Sample_Ref	  EC_(uS/cm)	TDS_g/kg-solution	    alk_mg/L	
           2	      i_soln	          11	         -99	         -99	         -99	       11.61	           4	      31.400	    0.012638	  0.00974546	 0.000350047	     2.00738	  6.8090e-03	  1.2600e-05	  2.4519e-06	  1.0597e-03	  1.8627e-05	  7.2227e-05	  0.0000e+00	  0.0000e+00	  5.6558e-05	  0.0000e+00	  1.3735e-03	  6.7918e-06	  1.9371e-07	  8.3715e-10	  6.1343e-05	  1.2274e-07	  2.2884e-07	  2.7315e-07	  2.2509e-07	  2.5142e-06	  6.9475e-03	  0.0000e+00	    -10.4894	      0.3999	      0.3447	      5.4261	      3.1415	     -5.7807	      0.9658	      4.8939	      0.5733	     -5.4776	    3WBRS2  	  0.0000e+00	  4.1446e-01	  6.3253e-04	
           2	      i_soln	          12	         -99	         -99	         -99	       11.41	           4	      29.700	  0.00513278	  0.00957299	  0.00482361	     33.5412	  4.8512e-03	  8.8440e-06	  1.2301e-08	  2.4863e-03	  2.2871e-05	  2.6896e-04	  5.2824e-06	  0.0000e+00	  5.7280e-05	  5.5222e-05	  1.5956e-04	  2.5546e-06	  4.2737e-08	  8.3715e-10	  7.8323e-07	  7.5634e-08	  1.8846e-07	  3.3269e-07	  4.1988e-10	  3.7297e-04	  3.8783e-03	  0.0000e+00	    -12.0550	     -1.3767	     -0.3154	      3.6712	      2.4125	     -2.2103	      0.2988	     -0.1804	     -0.0965	     -4.7200	    3WBRG3  	  0.0000e+00	  3.3637e-01	  2.5690e-04	
           2	      i_soln	          13	         -99	         -99	         -99	        11.6	           4	      29.900	   0.0102792	  0.00772718	 -0.00089785	    -6.38662	  5.2556e-03	  9.8004e-06	  1.2300e-08	  7.0552e-04	  1.7889e-05	  5.1177e-05	  0.0000e+00	  0.0000e+00	  5.4856e-05	  0.0000e+00	  9.3861e-04	  5.3798e-06	  5.6896e-08	  8.7808e-08	  2.6309e-06	  1.5021e-06	  8.0793e-07	  1.4747e-07	  1.2219e-07	  4.1624e-04	  6.0365e-03	  0.0000e+00	    -11.8944	     -1.0248	      0.2594	      4.0205	      4.3016	     -1.3646	      0.8744	      0.6787	      0.4794	     -3.2252	      4WBR2 	  0.0000e+00	  3.4692e-01	  5.1447e-04	
           2	      i_soln	          14	         -99	         -99	         -99	       11.29	           4	      29.300	  0.00726531	  0.00546494	  0.00157398	     15.5368	  5.0423e-03	  2.7960e-05	  6.7694e-06	  3.9356e-04	  2.0537e-05	  5.7863e-05	  0.0000e+00	  4.3035e-05	  5.6969e-05	  0.0000e+00	  9.4156e-04	  4.8967e-06	  3.6723e-07	  3.1095e-07	  3.1431e-04	  4.9391e-07	  6.4426e-07	  3.1717e-07	  2.3229e-07	  5.4776e-05	  2.7930e-03	  0.0000e+00	     -9.2204	      1.3353	      0.6030	      6.3883	      3.7450	     -1.7699	      1.2155	      8.0887	      0.8195	     -2.3036	     4WBRA2 	  0.0000e+00	  2.8931e-01	  3.6363e-04	
           2	      i_soln	          15	         -99	         -99	         -99	       11.35	           4	      30.700	  0.00792853	  0.00648125	  0.00160514	     13.7856	  5.3600e-03	  9.6725e-06	  1.2300e-08	  6.6384e-04	  1.5578e-05	  5.1149e-05	  0.0000e+00	  0.0000e+00	  5.4985e-05	  0.0000e+00	  9.6382e-04	  4.1644e-06	  1.0712e-07	  8.3711e-10	  6.0786e-05	  4.3788e-07	  3.2305e-07	  1.4212e-07	  1.3004e-07	  3.5131e-04	  3.5694e-03	  0.0000e+00	     -9.9979	      0.6269	      0.4889	      5.6620	      2.3966	     -0.5923	      1.1071	      5.8575	      0.7135	     -2.7686	    4WBRS1  	  0.0000e+00	  3.0863e-01	  3.9682e-04	
           2	      i_soln	          16	         -99	         -99	         -99	       11.55	           4	      28.100	  0.00684208	  0.00703734	 0.000295722	      2.5997	  3.1328e-03	  6.4310e-06	  1.2300e-08	  1.4736e-03	  1.4461e-05	  4.3022e-05	  0.0000e+00	  0.0000e+00	  5.4604e-05	  8.5732e-05	  3.8514e-04	  1.9565e-06	  3.2125e-10	  1.1981e-07	  5.6664e-10	  1.4889e-06	  9.9099e-07	  2.8216e-07	  4.1984e-10	  2.6805e-04	  4.7034e-03	  0.0000e+00	    -15.5347	     -4.7271	      0.0040	      0.3415	      4.0116	     -1.9962	      0.6114	    -10.3182	      0.2135	     -2.9425	    4WBRG2  	  0.0000e+00	  2.6943e-01	  3.4245e-04	
           2	      i_soln	          17	         -99	         -99	         -99	       11.52	           4	      30.400	   0.0088808	  0.00637534	-0.000987242	    -8.32929	  4.5898e-03	  8.8792e-06	  1.2300e-08	  4.4995e-04	  2.0516e-05	  4.5279e-05	  0.0000e+00	  4.0756e-05	  0.0000e+00	  0.0000e+00	  8.2923e-04	  4.6100e-06	  4.6166e-08	  8.3709e-10	  8.7612e-06	  6.1321e-08	  1.5115e-07	  1.1294e-07	  2.1720e-07	  3.4464e-04	  5.1640e-03	  0.0000e+00	    -11.1889	     -0.3961	      0.2670	      4.6429	      2.7957	     -1.3572	      0.8840	      2.6285	      0.4899	     -5.4916	      5WBR2 	  0.0000e+00	  2.9440e-01	  4.4448e-04	
           2	      i_soln	          18	         -99	         -99	         -99	       11.23	           4	      30.200	  0.00660329	  0.00495148	  0.00110053	     12.0988	  4.2413e-03	  7.1627e-05	  4.3332e-06	  4.0004e-04	  2.2727e-05	  5.0216e-05	  0.0000e+00	  4.1044e-05	  5.5640e-05	  0.0000e+00	  7.9920e-04	  3.5517e-06	  3.6489e-07	  3.0949e-07	  3.4600e-04	  1.5336e-07	  1.8599e-06	  2.8518e-07	  1.5405e-07	  1.1222e-04	  2.5864e-03	  0.0000e+00	     -9.0212	      1.4803	      0.5538	      6.5218	      3.7128	     -1.1547	      1.1700	      8.5541	      0.7755	     -2.9431	     5WBRA2 	  0.0000e+00	  2.6864e-01	  3.3049e-04	
           2	      i_soln	          19	         -99	         -99	         -99	       11.32	           4	      30.900	  0.00763011	  0.00553143	 0.000965871	     9.34288	  4.9291e-03	  7.4415e-06	  1.7929e-06	  3.6460e-04	  2.5786e-05	  5.1373e-05	  0.0000e+00	  4.2421e-05	  5.5469e-05	  0.0000e+00	  9.9233e-04	  2.9608e-06	  1.2626e-07	  8.3709e-10	  1.2085e-04	  7.0197e-08	  3.1646e-07	  1.5966e-07	  1.1818e-07	  4.2122e-05	  3.3587e-03	  0.0000e+00	     -9.6293	      0.9669	      0.5254	      5.9994	      2.3449	     -2.2998	      1.1445	      6.9008	      0.7511	     -4.1577	    5WBRS2  	  0.0000e+00	  2.7173e-01	  3.8189e-04	
           2	      i_soln	          20	         -99	         -99	         -99	       11.47	           4	      30.300	  0.00699409	  0.00728974	 0.000535837	     4.77228	  2.4789e-03	  5.5637e-06	  1.2300e-08	  1.8537e-03	  2.6254e-05	  4.1470e-05	  0.0000e+00	  0.0000e+00	  5.6746e-05	  1.2706e-04	  4.8670e-04	  1.4493e-06	  3.2125e-10	  8.3707e-10	  5.6663e-10	  7.6098e-08	  1.2045e-07	  2.1703e-07	  4.1984e-10	  1.1488e-05	  4.5945e-03	  0.0000e+00	    -15.2852	     -4.5429	      0.0878	      0.4973	      2.6440	     -4.5127	      0.7045	     -9.7589	      0.3101	     -5.0250	    5WBRG2  	  0.0000e+00	  2.5783e-01	  3.5005e-04	
